program,addr,name,sample,insns,linear,in_c,missing,outcome
bank0,BE02,tail_call_7110_with_b4,annotation,4,,,,vacuous
bank0,BE0D,set_bit6_in_x0723,annotation,4,0723,,0723,disagree
bank0,BE15,x0449_minus_x08ea_minus_1,annotation,7,0449 08EA,08EA,0449,disagree
bank0,BE21,write_a_to_x1805_and_x1808,annotation,4,1805 1808,1805 1808,,agree
bank0,BE2A,write_64_91_pair,annotation,5,,,,vacuous
bank0,BE32,write_64_c7_pair,annotation,5,,,,vacuous
bank0,BE3A,write_64_d9_pair,annotation,5,,,,vacuous
bank0,BE42,write_64_b5_pair,annotation,5,,,,vacuous
bank0,BE4A,write_64_a3_pair,annotation,5,,,,vacuous
bank0,BE52,copy_x00c0_pair_to_iram_67_68,annotation,6,00C0,00C0,,agree
bank0,BE5D,add_20_carry_to_r6_r7,annotation,7,0A47,,0A47,disagree
bank0,BE68,x0469_minus_x1809,annotation,6,0469 1809,0469 1809,,agree
bank0,BE73,write_a_then_zero_at_0a47_0a48,annotation,6,08B8 0A47,0A47,08B8,disagree
bank0,BE7E,write_9f_to_x1904,annotation,4,1904 1906,1904,1906,disagree
bank0,BE88,write_9f_to_x1909,annotation,4,1909 190C,1909,190C,disagree
bank0,BE92,write_9f_to_x190c,annotation,4,1904 190C,190C,1904,disagree
bank0,BE9C,read_x0780_xor_a2,annotation,3,0780,0780,,agree
bank0,BEA3,x044c_minus_r7,annotation,4,044C,,044C,disagree
bank0,BEAA,sub_33_from_09e4_low7,annotation,5,09E4,09E4,,agree
bank0,BEB4,dec_dptr_byte_and_set_1804,annotation,6,1804,1804,,agree
bank0,BEBE,mod_070a_by_r5,annotation,5,070A,070A,,agree
bank0,BEC8,load_code_byte_to_0734,annotation,5,0734,,0734,disagree
bank0,BED2,load_code_byte_to_0736,annotation,5,0736,,0736,disagree
bank0,BEDC,load_code_byte_to_08c4,annotation,5,08C4,08C4,,agree
bank0,BEE6,load_code_byte_to_08c6,annotation,5,08C6,08C6,,agree
bank0,BEF0,read_0a4a_minus_carry,annotation,3,0A4A,0A4A,,agree
bank0,BEF7,set_089a_to_3c,annotation,3,089A,089A,,agree
bank0,BEFE,read_be16_0a48,annotation,5,0A48 0A49,0A48,0A49,disagree
bank0,BF08,sub_0a4e_against_4d_with_borrow,annotation,5,0A4E,0A4E,,agree
bank0,BF12,copy_043d_to_09cd_and_return_09cd,annotation,5,043D 09CD,09CD,043D,disagree
bank0,BFDE,init_xdata_from_code_table_64fd,annotation,9,1674 64FF,1674,64FF,disagree
bank0,C016,clear_1610,annotation,3,1610,1610,,agree
bank0,C01C,set_1610_40_and_clear_1601_bit0,annotation,1,1610,1610,,agree
bank0,C030,set_1615_40_and_clear_1807,annotation,6,1615 1807,1615 1807,,agree
bank0,C03C,set_16xx_40_and_clear_1601_bits_1_3_6,annotation,1,1611,1611,,agree
bank0,C058,clear_1611_1613_and_1616,annotation,7,1611 1613 1616,1611 1613 1616,,agree
bank0,C066,set_1608_bit5,annotation,4,1608,1608,,agree
bank0,C06E,clear_1608_bit5,annotation,4,1608,1608,,agree
bank0,C076,set_1601_bit4,annotation,4,1601,1601,,agree
bank0,C07E,clear_1601_bit4,annotation,4,1601,1601,,agree
bank0,C086,dispatch_1608_bit5_on_06e3,annotation,0,,,,vacuous
bank0,C096,clear_1608_bit5_and_1601_bit4,annotation,0,,,,vacuous
bank0,C09C,set_1608_bit5_and_clear_1601_bit4,annotation,0,,,,vacuous
bank0,C0A2,init_1615_1807_then_set_1601_bit5,annotation,0,,,,vacuous
bank0,C0AD,init_1615_1807_then_clear_1601_bit5,annotation,0,,,,vacuous
bank0,C0B8,return_1_unless_3202_bits_1_and_2,annotation,2,3202,3202,,agree
bank0,C0C9,return_1_if_3202_bits_1_and_2,annotation,2,3202,3202,,agree
bank0,C0DA,return_1_unless_3202_bit0,annotation,2,3202,3202,,agree
bank0,C0E7,test_3202_bit0,annotation,2,3202,3202,,agree
bank0,C124,set_1602_bit2,annotation,4,1602,1602,,agree
bank0,C12C,clear_1602_bit2,annotation,4,1602,1602,,agree
bank0,C154,set_1602_bit7,annotation,4,1602,1602,,agree
bank0,C15C,clear_1602_bit7,annotation,4,1602,1602,,agree
bank0,C174,set_1603_bit3,annotation,4,1603,1603,,agree
bank0,C191,set_1603_bit4,annotation,4,1603,1603,,agree
bank0,C199,clear_1603_bit4,annotation,4,1603,1603,,agree
bank0,C1B1,test_1663_bit6,annotation,2,1663,1663,,agree
bank0,C1BE,test_1663_bit6_inverted,annotation,2,1663,1663,,agree
bank0,C1CB,test_1603_bit5,annotation,2,1603,1603,,agree
bank0,C1E7,test_1664_bit0,annotation,2,1664,1664,,agree
bank0,C201,set_1604_bit1,annotation,4,1604,1604,,agree
bank0,C209,clear_1604_bit1,annotation,4,1604,1604,,agree
bank0,C224,test_1604_bit3,annotation,2,1604,1604,,agree
bank0,C241,clear_1604_bit5,annotation,4,1604,1604,,agree
bank0,C249,set_1604_bit5,annotation,4,1604,1604,,agree
bank0,C251,test_1665_bit0_inverted,annotation,2,1665,1665,,agree
bank0,C25E,clear_1605_bit1,annotation,4,1605,1605,,agree
bank0,C266,set_1605_bit1,annotation,4,1605,1605,,agree
bank0,C295,test_1665_bit4_inverted,annotation,2,1665,1665,,agree
bank0,C2A2,set_1605_bit5,annotation,4,1605,1605,,agree
bank0,C2AA,clear_1605_bit5,annotation,4,1605,1605,,agree
bank0,C2BA,set_1605_bit6,annotation,4,1605,1605,,agree
bank0,C2CF,clear_1605_bit7,annotation,4,1605,1605,,agree
bank0,C2F7,set_1606_bit2,annotation,4,1606,1606,,agree
bank0,C2FF,set_1606_bit0,annotation,4,1606,1606,,agree
bank0,C307,clear_1606_bit0,annotation,4,1606,1606,,agree
bank0,C30F,set_1606_bit3,annotation,4,1606,1606,,agree
bank0,C317,clear_1606_bit3,annotation,4,1606,1606,,agree
bank0,C31F,test_1606_bit4_inverted,annotation,2,1606,1606,,agree
bank0,C333,nop_stub_c333,annotation,0,,,,vacuous
bank0,C349,test_1667_bit0,annotation,2,1667,1667,,agree
bank0,C356,test_1667_bit0_inverted,annotation,2,1667,1667,,agree
bank0,C363,write_40_to_1641,annotation,3,1641,1641,,agree
bank0,C36A,write_80_to_1641,annotation,3,1641,1641,,agree
bank0,C371,clear_1607_bit1,annotation,4,1607,1607,,agree
bank0,C389,clear_1607_bit2,annotation,4,1607,1607,,agree
bank0,C39E,set_1607_bit6,annotation,4,1607,1607,,agree
bank0,C3AE,route_074c_nibble_to_160a_and_1608,annotation,0,,,,vacuous
bank0,C412,test_1668_bit4,annotation,2,1668,1668,,agree
bank0,C43F,set_1609_bit0_and_write_44_to_2006,annotation,7,1609 2006,1609 2006,,agree
bank0,C44D,clear_1609_bit0_and_write_04_to_2006,annotation,7,1609 2006,1609 2006,,agree
bank0,C468,set_1609_bit2,annotation,4,1609,1609,,agree
bank0,C470,clear_1609_bit2,annotation,4,1609,1609,,agree
bank0,C478,set_160a_bit0_unless_b8f4_and_08eb,annotation,0,,,,vacuous
bank0,C48F,clear_160a_bit0,annotation,4,160A,160A,,agree
bank0,C497,set_160a_bit1,annotation,4,160A,160A,,agree
bank0,C49F,FUN_CODE_c49f,stride,4,160A,160A,,agree
bank0,C4A7,set_160a_bit2,annotation,4,160A,160A,,agree
bank0,C4D9,test_166a_bit7_inverted,annotation,2,166A,166A,,agree
bank0,C4F0,write_40_to_dptr_then_read_1601,annotation,4,1601,1601,,agree
bank0,C4F8,read_074c_low_nibble,annotation,3,074C,074C,,agree
bank0,C8C5,select_0027_0028_from_five_probes,annotation,0,,,,vacuous
bank0,C9FF,kbd_status_from_0826_low_bits,annotation,18,078C 0826,0826,078C,disagree
bank0,CA1E,set_support2_bit5_and_bios_oem2_bit6,annotation,8,0766 0782,,0766 0782,disagree
bank0,CA2D,clear_kbd_status_bit1_return_0826,annotation,6,078C 0826,0826,078C,disagree
bank0,CA39,dptr_from_r7_plus_00d0,annotation,2,,,,vacuous
bank0,CA3C,dptr_from_a_with_carry_as_high_byte,annotation,4,,,,vacuous
bank0,CA44,read_0490_and_leave_dptr_0826,annotation,3,0490 0826,0490,0826,disagree
bank0,CA4C,read_fan_mode_bits_4_and_7,annotation,3,0751,,0751,disagree
bank0,CA53,tick_06ea_against_period_in_0a56,annotation,9,06EA 0A56,06EA 0A56,,agree
bank0,CC3D,init_clear_00f5_and_1304_bit2,annotation,8,00F5 1304,00F5 1304,,agree
bank0,CC51,init_set_1304_bit4_and_clear_bit2,annotation,0,,,,vacuous
bank0,CC64,init_06e6_1_clear_0743_07c5_and_07d5_ff,annotation,23,0743 0788 07C5 07D5 200D,0788 07C5,0743 07D5 200D,disagree
bank0,CCFC,power_on_init_and_two_hang_paths,annotation,3,06E6,06E6,,agree
bank0,CDE4,walk_index_06e7_up_to_1e_table_6bca,annotation,4,06E7,06E7,,agree
bank0,CE37,walk_index_06e7_up_to_17_table_6c65,annotation,4,06E7,06E7,,agree
bank0,CE9E,load_index_06e7_head_of_cea2_loop,annotation,2,06E7,06E7,,agree
bank0,CEA2,walk_index_06e7_up_to_0d_table_6cdd,annotation,2,,,,vacuous
bank0,CEE9,walk_index_06e7_up_to_10_table_6d23,annotation,4,06E7,06E7,,agree
bank0,CF48,dispatch_06e6_after_counting_down_06e8_pair,annotation,2,06E8,06E8,,agree
bank0,CF96,arm_index_06e7_for_dispatch_06e6,annotation,11,06E6 06E7 06E8,06E6 06E7 06E8,,agree
bank0,CFB4,bank1_switch_thunk_to_81c5,annotation,0,,,,vacuous
bank0,CFB7,bank1_switch_thunk_to_823a,annotation,0,,,,vacuous
bank0,CFBA,bank1_switch_thunk_to_8261,annotation,0,,,,vacuous
bank0,CFBD,init_ccfc_then_bank1_thunk_818a,annotation,0,,,,vacuous
bank0,CFC6,collect_two_flags_into_0816_then_raise_ap_oem_bit7,annotation,2,,,,vacuous
bank0,CFF6,load_stride5_table_word_into_06e8_pair,annotation,8,06E7,06E7,,agree
bank0,D005,movc_two_code_bytes_into_06e8_06e9,annotation,14,06E7 06E8,06E7 06E8,,agree
bank0,D01A,indirect_code_jump_via_stride5_table_6cd9,annotation,8,06E7,06E7,,agree
bank0,D029,code_jump_to_two_bytes_at_dptr,annotation,10,,,,vacuous
bank0,D038,mul_06e7_by_5,annotation,4,06E7,06E7,,agree
bank0,D041,read_06e7,annotation,2,06E7,06E7,,agree
bank0,D045,inc_06e7_clear_06ea_eb_read_06e8,annotation,9,06E8 06EA,06E8 06EA,,agree
bank0,D053,add2_06e7,annotation,7,06E7,06E7,,agree
bank0,D05D,set_06ec_1,annotation,4,06EC,06EC,,agree
bank0,D065,init_1f01_1f06_1f07,annotation,9,1F01 1F06 1F07,1F06,1F01 1F07,disagree
bank0,D078,FUN_CODE_d078,stride,7,,,,vacuous
bank0,D084,set_0988_1,annotation,3,0988,0988,,agree
bank0,D091,dispatch_on_0860,annotation,2,0860,,0860,disagree
bank0,D236,poll_d6c2_then_branch,annotation,2,,,,vacuous
bank0,D27A,store_dp_to_0864_then_d289,annotation,3,0864,0864,,agree
bank0,D281,set_0860_ff_then_d284,annotation,1,0860,,0860,disagree
bank0,D284,write_ff_to_dptr_then_d28e,annotation,2,,,,vacuous
bank0,D289,clear_0860,annotation,3,0860,,0860,disagree
bank0,D28E,copy_0866_86b_to_1c04_1c3a,annotation,24,0866 0867 0868 0869 086A 086B 1C04 1C05 1C15 1C16 1C39 1C3A,1C04 1C05 1C15 1C16,0866 0867 0868 0869 086A 086B 1C39 1C3A,disagree
bank0,D2BE,ret_only_d2be,annotation,0,,,,vacuous
bank0,D2BF,set_dptr_1c00_then_d2c2,annotation,1,1C00,1C00,,agree
bank0,D2C2,copy_dp_to_086c_return_masked_7e,annotation,5,086C,086C,,agree
bank0,D2CB,store_a_to_1c05_then_d2d2,annotation,3,1C00 1C05,1C00 1C05,,agree
bank0,D2D2,write_ff_to_dptr_return_0861,annotation,4,0861,0861,,agree
bank0,D2DA,stage_1c03_1c02_1c01,annotation,10,0862 0865 1C01 1C02 1C03,1C01 1C02 1C03,0862 0865,disagree
bank0,D2EF,stage_0862_0865_into_1c12_1c14,annotation,10,0862 0865 1C12 1C13 1C14,1C12 1C13 1C14,0862 0865,disagree
bank0,D304,stage_0862_0865_into_1c36_1c38,annotation,10,0862 0865 1C36 1C37 1C38,1C36 1C37 1C38,0862 0865,disagree
bank0,D319,mask_dp_byte_7c_reset_dptr_0860,annotation,3,0860,,0860,disagree
bank0,D320,tick_dd_da_dc,annotation,2,00DD,00DD,,agree
bank0,D358,advance_d9_and_set_1500_20,annotation,0,,,,vacuous
bank0,D389,store_r7_at_d8_advance_index,annotation,5,00D8 00DF,00D8 00DF,,agree
bank0,D3C8,zero_d0_d7_and_state,annotation,5,00D0,00D0,,agree
bank0,D433,ret_only_d433,annotation,0,,,,vacuous
bank0,D4D4,forward_to_1906,annotation,0,,,,vacuous
bank0,D567,set_bits_0_and_4_of_3206,annotation,13,3206,3206,,agree
bank0,D57B,read_xdata_0400_plus_r7,annotation,11,,,,vacuous
bank0,D58E,write_r5_to_0400_plus_r7,annotation,17,,,,vacuous
bank0,D5D4,write_33_to_1501_join_loop_d5db,annotation,2,1501,1501,,agree
bank0,D6C0,write_5a_to_1f07_then_spin,annotation,4,1F07,,1F07,disagree
bank0,D6C9,call_0ea2_twice_with_fa,annotation,1,,,,vacuous
bank0,D6D4,xor_00d8_00d9,annotation,6,00D8 00D9,00D8 00D9,,agree
bank0,D6DF,add_d0_to_dptr_low_byte,annotation,6,,,,vacuous
bank0,D6EA,write_a_to_dptr_set_1f06,annotation,3,1F06,1F06,,agree
bank0,D6EF,write_a_to_dptr_set_1f09,annotation,2,1F09,,1F09,disagree
bank0,D6F4,zero_0a59_0a5a_then_call_series,annotation,0,,,,vacuous
bank0,D722,zero_0a4b_then_tail_jump_541d,annotation,1,0A4B,,0A4B,disagree
bank0,D72B,scatter_0200_to_table_6d74,annotation,2,,,,vacuous
bank0,D73D,gather_0200_from_table_6d74,annotation,2,,,,vacuous
bank0,D74F,write_33_to_1511_then_loop,annotation,4,1511,1511,,agree
bank0,D757,unresolved_multiarm_dispatch_d757,annotation,5,1500 1F06,1500 1F06,,agree
bank0,D872,load_code_ptr_from_table_6d74,annotation,14,,,,vacuous
bank0,D889,zero_dptr_and_load_regs,annotation,6,,,,vacuous
bank0,D894,set_dptr_0200_plus_r7,annotation,6,,,,vacuous
bank0,D991,store_r4_r5_into_record_6e65,annotation,9,0A5B,0A5B,,agree
bank0,D9D2,nop_stub_d9d2,annotation,8,,,,vacuous
bank0,D9DB,ret_stub,annotation,0,,,,vacuous
bank0,D9DC,select_0825_or_0827_into_0826,annotation,6,0825 0827,0825 0827,,agree
bank0,D9FE,seed_07d3_gfid_and_08xx_defaults,annotation,7,073C,073C,,agree
bank0,DB3E,rec_ptr_from_index_6e65,annotation,15,,,,vacuous
bank0,DB57,stash_code_pair_to_0b7_0b8,annotation,16,,,,vacuous
bank0,DB6D,store_r7_to_table_addr,annotation,10,,,,vacuous
bank0,DB8A,copy_code_byte_to_r4_r5,annotation,8,,,,vacuous
bank0,DB96,stream_code_bytes_to_1201,annotation,0,,,,vacuous
bank0,DBE2,write_consts_105a_105e_1076_1079,annotation,27,105A 105B 105C 105D 105E 1076 1077 1078 1079,105A 105B 105C 105D 105E 1076 1077 1078 1079,,agree
bank0,DC17,write_1201_seq_07_05_30,annotation,0,,,,vacuous
bank0,DC60,set_bit0_1202_1204_1205,annotation,13,1202 1204 1205,1202 1204 1205,,agree
bank0,DC77,clear_bit0_1202_1204_1205,annotation,12,1202 1204 1205,1202 1204 1205,,agree
bank0,DC8D,write_1_to_1200,annotation,3,1200,1200,,agree
bank0,DC94,set_r7_1_tail_3fa4_a,annotation,1,,,,vacuous
bank0,DC99,set_r7_2_tail_3fa4,annotation,1,,,,vacuous
bank0,DC9E,de4d_d991_ea0_tail_e256_a,annotation,0,,,,vacuous
bank0,DCAF,bank1_trampoline_a694,annotation,0,,,,vacuous
bank0,DCB2,read_0454_tail_3f9d,annotation,3,0454,,0454,disagree
bank0,DCBA,de4d_d991_ea0_tail_e256_b,annotation,0,,,,vacuous
bank0,DCCB,set_r7_1_tail_3fa4_b,annotation,1,,,,vacuous
bank0,DCD0,set_r7_1_tail_3fa4_c,annotation,1,,,,vacuous
bank0,DCD5,read_0455_tail_3f9d,annotation,3,0455,,0455,disagree
bank0,DCDD,set_bit0_045b,annotation,4,045B,,045B,disagree
bank0,DCE5,clear_bit0_045b,annotation,4,045B,,045B,disagree
bank0,DCED,read_0459_tail_3f9d,annotation,3,0459,,0459,disagree
bank0,DCF5,set_r7_1_tail_3fa4_d,annotation,1,,,,vacuous
bank0,DCFA,de4d_d991_ea0_tail_e256_c,annotation,0,,,,vacuous
bank0,DD10,de4d_d991_ea0_tail_e256_d,annotation,0,,,,vacuous
bank0,DD21,bank1_trampoline_a69f,annotation,0,,,,vacuous
bank0,DD24,call_d57b_with_0d32_tail_3f9d,annotation,1,,,,vacuous
bank0,DD2C,copy_0d32_or_call_0d58e,annotation,1,,,,vacuous
bank0,DD3D,store_0d32_to_045d_0704,annotation,6,045D 0704,0704,045D,disagree
bank0,DD4A,or_intmem_32_low_nibble_into_045a,annotation,12,045A,,045A,disagree
bank0,DD5C,store_32_to_0458_then_tailcall_1954,annotation,3,0458,,0458,disagree
bank0,DE4D,init_0046_to_64_and_clear_af,annotation,4,0046,0046,,agree
bank0,DE56,read_code_byte_at_ptr_0a35_0a36,annotation,10,0A35,0A35,,agree
bank0,DE65,init_163e_16f1_300e_3008,annotation,17,163E 16F1 3008 300E,163E 16F1 3008 300E,,agree
bank0,DE83,stage_0a49_pair_then_30xx_block,annotation,40,09C0 09C1 0A49 0A4A 3001 3002 3003 3004 3005 3006,0A49 0A4A 3001 3002 3003 3004 3005 3006,09C0 09C1,disagree
bank0,DF1E,stage_0a47_then_call_de83_r5_1a,annotation,1,0A47,,0A47,disagree
bank0,DF35,stage_0a47_then_call_de83_r5_1b,annotation,1,0A47,,0A47,disagree
bank0,DF78,scale_r7_by_8_then_set_09c1_09c3,annotation,5,0A47,0A47,,agree
bank0,DFA0,FUN_CODE_dfa0,stride,4,,,,vacuous
bank0,DFDF,gate_06e6_then_store_0464,annotation,2,06E6,06E6,,agree
bank0,E010,load_06e6,annotation,2,06E6,06E6,,agree
bank0,E014,branch_on_06e6_eq_1,annotation,0,,,,vacuous
bank0,E020,move_a_to_r5_and_call_dfa0,annotation,1,,,,vacuous
bank0,E024,store_r6_r7_to_046c_046d,annotation,6,046C,046C,,agree
bank0,E02D,mul_r7_by_8,annotation,4,,,,vacuous
bank0,E03F,set_09c1_09c3_from_dptr,annotation,12,09C1,09C1,,agree
bank0,E054,store_a_to_dptr_e054,annotation,1,,,,vacuous
bank0,E064,copy_043e_to_1511,annotation,2,043E,,043E,disagree
bank0,E06F,copy_dptr_to_1511_discard_arith,annotation,3,,,,vacuous
bank0,E090,copy_dptr_plus_1_to_1511,annotation,2,,,,vacuous
bank0,E0C3,store_a_or_3c_at_dptr,annotation,10,,,,vacuous
bank0,E0D3,inc_indirect_then_store_3c_at_dptr,annotation,1,,,,vacuous
bank0,E149,load_dptr_from_0d04_0d05,annotation,18,0D04,0D04,,agree
bank0,E161,read_code_pair_at_dptr_into_r2_r1,annotation,10,,,,vacuous
bank0,E256,dispatch_on_0046_copy_status_to_0083,annotation,5,0046 0083,0046 0083,,agree
bank0,E376,load_164b_and_80,annotation,2,164B,,164B,disagree
bank0,E37B,store_a_to_dptr_then_164c_164e,annotation,7,164C 164D 164E,164C 164D 164E,,agree
bank0,E389,load_0434_0438_pairs_mul16_and_tailcall,annotation,3,0434 0435,,0434 0435,disagree
bank0,E3C4,set_r6_from_a_r7_from_dptr,annotation,5,,,,vacuous
bank0,E3C9,tail_jump_708f_r4_0_r5_64,annotation,2,,,,vacuous
bank0,E3D0,write_103f_through_0a56_pointer,annotation,14,0A53 0A58 0A59 103E 1063,0A53 0A58 0A59 103E 1063,,agree
bank0,E453,copy_bytes_between_two_16bit_bases,annotation,36,0A52 0A56 0A58 0A59,0A52 0A56 0A58 0A59,,agree
bank0,E4B9,init_0a4d_block_and_count,annotation,11,0A4D,0A4D,,agree
bank0,E4F0,jump_to_f0a3,annotation,0,,,,vacuous
bank0,E4FE,write_fe_r7_to_0f61_62,annotation,0,,,,vacuous
bank0,E51E,write_ff_fa_r5_r7_to_0f60_63,annotation,0,,,,vacuous
bank0,E567,call_e4fe_2_clear_0f60_retry,annotation,1,,,,vacuous
bank0,E570,probe_c0_c1_expect_88_51_or_53,annotation,4,0A4D,0A4D,,agree
bank0,E5B1,forward_e896_with_fixed_args,annotation,4,,,,vacuous
bank0,E5BE,write_ff_f8_a5_5a_and_retry,annotation,3,0A4D,0A4D,,agree
bank0,E5F3,write_ff_f8_00_and_retry,annotation,3,0A4D,0A4D,,agree
bank0,E624,gate_04_09_then_0f80_bit1_set,annotation,1,,,,vacuous
bank0,E64A,gate_05_09_then_0f80_bit1_clear,annotation,1,,,,vacuous
bank0,E670,gate_poll_0f80_bit4,annotation,2,,,,vacuous
bank0,E6B1,init_args_then_e51e_e4fe_16,annotation,14,0A4D 0A4F 0A51,0A4D 0A4F 0A51,,agree
bank0,E7C7,r7_zero_ret_2,annotation,1,,,,vacuous
bank0,E7CA,init_0a50_2_then_start_0x13_block,annotation,17,0A4D 0A4F 0A50,0A4D 0A4F 0A50,,agree
bank0,E893,r7_zero_ret_3,annotation,1,,,,vacuous
bank0,E896,write_0f60_0f61_then_0x7049,annotation,1,0A50,,0A50,disagree
bank0,E8C4,write_r6_r7_r5_to_0f60_62,annotation,11,0F60,0F60,,agree
bank0,E8EC,mask_1603_and_wait_tf1,annotation,40,1603,1603,,agree
bank0,E9DE,rmw_1603_and_wait_tf1_2500_times,annotation,6,1C34,1C34,,agree
bank0,EA94,three_calls_then_4777_r3_04,annotation,0,,,,vacuous
bank0,EAAD,set_dptr_0f60_then_4777_r3_03,annotation,1,0F60,,0F60,disagree
bank0,EAC6,FUN_CODE_eac6,stride,1,,,,vacuous
bank0,EAD1,forward_to_8648_after_1978_c43f,annotation,0,,,,vacuous
bank0,EBD5,dispatch_on_0a4b_via_7151,annotation,0,,,,vacuous
bank0,EC59,store_r7_to_0a4c_and_branch_on_1_or_2,annotation,0,,,,vacuous
bank0,ED47,gate_a4b_eq_9,annotation,3,0A4B,0A4B,,agree
bank0,ED52,write_1c41_12_copy_0a49_0a4a_clear_1601_bit4,annotation,18,08FE 0A49 1601 1C41,08FE 0A49 1601 1C41,,agree
bank0,ED6E,forward_to_ead1_return_0,annotation,0,,,,vacuous
bank0,ED74,write_0a59_block_then_445e,annotation,1,,,,vacuous
bank0,ED9B,call_0ea2_with_0xfa,annotation,1,,,,vacuous
bank0,EDA4,mov_c_from_bit_0x22,annotation,1,,,,vacuous
bank0,EDA6,call_e8c4_with_r6_0xff_return_r7,annotation,1,,,,vacuous
bank0,EDBC,four_calls_then_4777_flag,annotation,0,,,,vacuous
bank0,EDD8,write_4_bytes_after_f121_then_chain,annotation,0,,,,vacuous
bank0,EE0F,send_0x12_via_f078_then_chain,annotation,0,,,,vacuous
bank0,EE4F,write_3_bytes_after_f121_then_chain,annotation,0,,,,vacuous
bank0,EE96,send_0x07_via_f078_then_chain,annotation,0,,,,vacuous
bank0,EED6,send_0x10_via_f079_then_chain,annotation,0,,,,vacuous
bank0,EF12,ajmp_0xe822,annotation,0,,,,vacuous
bank0,EF17,call_f0a1_with_d6_then_4777_flag,annotation,1,,,,vacuous
bank0,EF60,toggle_0fc0_bit1_unless_r6r7_zero,annotation,3,,,,vacuous
bank0,EF70,call_ee96_then_xor_0fc0_04,annotation,0,,,,vacuous
bank0,EFDC,call_ef17_then_copy_0f80_to_0fb1,annotation,0,,,,vacuous
bank0,EFF0,store_dptr_byte_to_0fb2_copy_0f82,annotation,9,0F82 0F83 0FB2 0FB3,0F82 0F83 0FB2 0FB3,,agree
bank0,F012,store_16bit_sum_to_0a43_0a44,annotation,11,0A43 0FB2,0A43 0FB2,,agree
bank0,F022,rotate_16bit_pair_and_range_check_0fc3,annotation,17,0FB3,0FB3,,agree
bank0,F06B,clear_0fc3_bit0_and_zero_0fc0,annotation,7,0FC0 0FC3,0FC0 0FC3,,agree
bank0,F077,ret_immediately,annotation,0,,,,vacuous
bank0,F078,store_a_0_1_zeros_at_dptr_plus1,annotation,1,,,,vacuous
bank0,F079,store_a_0_1_zeros_at_dptr,annotation,5,,,,vacuous
bank0,F07E,store_a_plus1_then_five_zeros,annotation,1,,,,vacuous
bank0,F07F,store_a_then_five_zeros,annotation,1,,,,vacuous
bank0,F080,store_five_zeros_at_dptr_plus1,annotation,1,,,,vacuous
bank0,F081,store_a_five_times,annotation,2,,,,vacuous
bank0,F083,store_a_four_times,annotation,6,,,,vacuous
bank0,F089,store_a_once_at_dptr_plus1,annotation,2,,,,vacuous
bank0,F08B,set_0a56_to_0f_60_00_00_00,annotation,2,0A56,0A56,,agree
bank0,F090,write_0f_60_00_00_00_at_dptr,annotation,3,,,,vacuous
bank0,F095,store_a_then_three_zeros,annotation,9,,,,vacuous
bank0,F09F,set_0f60_84_and_0a56_block,annotation,1,,,,vacuous
bank0,F0A3,gate_on_a_then_set_0a56_block,annotation,0,,,,vacuous
bank0,F0B3,store_0f_80_and_setup_regs,annotation,10,,,,vacuous
bank0,F0C4,clear_0f60_61_and_set_0a56_block,annotation,2,0F60,0F60,,agree
bank0,F0C8,store_a_twice_at_dptr,annotation,2,,,,vacuous
bank0,F0CA,store_a_read_0fa0_then_set_0a56_block,annotation,11,0A56 0FA0,0A56,0FA0,disagree
bank0,F0DC,store_a_0f_80_and_r6_0f,annotation,3,,,,vacuous
bank0,F0E0,store_0f_80_at_dptr_plus1,annotation,3,,,,vacuous
bank0,F0E4,store_80_and_setup_regs,annotation,5,,,,vacuous
bank0,F0ED,set_0f60_88_and_0a56_0f_60,annotation,1,,,,vacuous
bank0,F0EF,store_a_to_0f60_and_set_0a56,annotation,2,0F60,0F60,,agree
bank0,F0F3,set_0a56_to_0f_60,annotation,6,0A56,0A56,,agree
bank0,F0FE,write_fe_5a_a5_then_read_0fa0,annotation,6,,,,vacuous
bank0,F107,store_a_at_dptr_plus1,annotation,1,,,,vacuous
bank0,F108,store_a_at_dptr_then_read_0fa0,annotation,4,0FA0,0FA0,,agree
bank0,F10F,be16_add_0_1,annotation,2,,,,vacuous
bank0,F116,store_40_to_1621_1622,annotation,1,,,,vacuous
bank0,F118,store_a_to_1621_1622,annotation,4,1621 1622,1621 1622,,agree
bank0,F121,write_98_to_0f60,annotation,3,0F60,0F60,,agree
bank0,F128,set_r3_09_r5_80_r7_01,annotation,3,,,,vacuous
bank0,F12F,load_r6_r7_from_0a49,annotation,6,0A49,,0A49,disagree
bank0,F138,copy_0f81_to_0a58,annotation,4,0A58 0F81,0A58 0F81,,agree
bank0,F141,store_r1_r5_r3_to_103d_103c_103b,annotation,9,103B 103C 103D,103B 103C 103D,,agree
bank0,F151,write_ff_to_0f60,annotation,4,0F60,0F60,,agree
bank0,F159,inc_dptr_byte_sub3,annotation,6,,,,vacuous
bank0,F161,store_a_to_1603_then_clear_0a3e_0a3f,annotation,2,1603,1603,,agree
bank0,F165,clear_0a3e_0a3f,annotation,5,0A3E,0A3E,,agree
bank0,F16D,bit7_split_0a3e,annotation,5,0A3E,0A3E,,agree
bank0,F177,store_a_and_zero_next_dptr_bytes,annotation,6,,,,vacuous
bank0,F17E,read_0a51_with_r7_from_0a4e,annotation,6,0A4D 0A51,0A51,0A4D,disagree
bank0,F189,write_00_to_0f60,annotation,4,0F60,0F60,,agree
