out_file,program,addr,body_lines,owner_out_file,owner_addr,owner_name,shared,containment
bank0/DE83.c,bank0,DE83,11,bank0/DE83.c,DE83,stage_0a49_pair_then_30xx_block,no,1.00
bank0/DF1E.c,bank0,DF1E,7,bank0/DF1E.c,DF1E,stage_0a47_then_call_de83_r5_1a,no,1.00
bank0/DF35.c,bank0,DF35,7,bank0/DF35.c,DF35,stage_0a47_then_call_de83_r5_1b,no,1.00
bank0/DF78.c,bank0,DF78,9,bank0/DF78.c,DF78,scale_r7_by_8_then_set_09c1_09c3,no,1.00
bank0/DFA0.c,bank0,DFA0,7,bank0/DFA0.c,DFA0,FUN_CODE_dfa0,no,1.00
bank0/DFDF.c,bank0,DFDF,6,bank0/DFDF.c,DFDF,gate_06e6_then_store_0464,no,1.00
bank0/E010.c,bank0,E010,6,bank0/E010.c,E010,load_06e6,no,1.00
bank0/E014.c,bank0,E014,6,bank0/E014.c,E014,branch_on_06e6_eq_1,no,1.00
bank0/E020.c,bank0,E020,4,bank0/E020.c,E020,move_a_to_r5_and_call_dfa0,no,1.00
bank0/E024.c,bank0,E024,3,bank0/E024.c,E024,store_r6_r7_to_046c_046d,no,1.00
bank0/E02D.c,bank0,E02D,3,bank0/E02D.c,E02D,mul_r7_by_8,no,1.00
bank0/E033.c,bank0,E033,4,bank0/E033.c,E033,FUN_CODE_e033,no,1.00
bank0/E03F.c,bank0,E03F,4,bank0/E03F.c,E03F,set_09c1_09c3_from_dptr,no,1.00
bank0/E054.c,bank0,E054,2,bank0/E054.c,E054,store_a_to_dptr_e054,no,1.00
bank0/E064.c,bank0,E064,2,bank0/E064.c,E064,copy_043e_to_1511,no,1.00
bank0/E06F.c,bank0,E06F,5,bank0/E06F.c,E06F,copy_dptr_to_1511_discard_arith,no,1.00
bank0/E090.c,bank0,E090,2,bank0/E090.c,E090,copy_dptr_plus_1_to_1511,no,1.00
bank0/E0C3.c,bank0,E0C3,4,bank0/E0C3.c,E0C3,store_a_or_3c_at_dptr,no,1.00
bank0/E0D3.c,bank0,E0D3,4,bank0/E0D3.c,E0D3,inc_indirect_then_store_3c_at_dptr,no,1.00
bank0/E0FE.c,bank0,E0FE,13,bank0/E0FE.c,E0FE,FUN_CODE_e0fe,no,1.00
bank0/E149.c,bank0,E149,3,bank0/E149.c,E149,load_dptr_from_0d04_0d05,no,1.00
bank0/E161.c,bank0,E161,1,bank0/E161.c,E161,read_code_pair_at_dptr_into_r2_r1,no,1.00
bank0/E256.c,bank0,E256,30,bank0/E256.c,E256,dispatch_on_0046_copy_status_to_0083,no,1.00
bank0/E376.c,bank0,E376,5,bank0/E376.c,E376,load_164b_and_80,no,1.00
bank0/E37B.c,bank0,E37B,5,bank0/E37B.c,E37B,store_a_to_dptr_then_164c_164e,no,1.00
bank0/E389.c,bank0,E389,9,bank0/E389.c,E389,load_0434_0438_pairs_mul16_and_tailcall,no,1.00
bank0/E3C4.c,bank0,E3C4,2,bank0/E3C4.c,E3C4,set_r6_from_a_r7_from_dptr,no,1.00
bank0/E3C9.c,bank0,E3C9,2,bank0/E3C9.c,E3C9,tail_jump_708f_r4_0_r5_64,no,1.00
bank0/E3D0.c,bank0,E3D0,20,bank0/E3D0.c,E3D0,write_103f_through_0a56_pointer,no,1.00
bank0/E453.c,bank0,E453,12,bank0/E453.c,E453,copy_bytes_between_two_16bit_bases,no,1.00
bank0/E4B9.c,bank0,E4B9,12,bank0/E4B9.c,E4B9,init_0a4d_block_and_count,no,1.00
bank0/E4F0.c,bank0,E4F0,10,bank0/E4F0.c,E4F0,jump_to_f0a3,no,1.00
bank0/E4FE.c,bank0,E4FE,10,bank0/E4FE.c,E4FE,write_fe_r7_to_0f61_62,no,1.00
bank0/E51E.c,bank0,E51E,10,bank0/E51E.c,E51E,write_ff_fa_r5_r7_to_0f60_63,no,1.00
bank0/E567.c,bank0,E567,18,bank0/E567.c,E567,call_e4fe_2_clear_0f60_retry,no,1.00
bank0/E570.c,bank0,E570,10,bank0/E570.c,E570,probe_c0_c1_expect_88_51_or_53,no,1.00
bank0/E5B1.c,bank0,E5B1,2,bank0/E5B1.c,E5B1,forward_e896_with_fixed_args,no,1.00
bank0/E5BE.c,bank0,E5BE,18,bank0/E5BE.c,E5BE,write_ff_f8_a5_5a_and_retry,no,1.00
bank0/E5F3.c,bank0,E5F3,18,bank0/E5F3.c,E5F3,write_ff_f8_00_and_retry,no,1.00
bank0/E624.c,bank0,E624,8,bank0/E624.c,E624,gate_04_09_then_0f80_bit1_set,no,1.00
bank0/E64A.c,bank0,E64A,8,bank0/E64A.c,E64A,gate_05_09_then_0f80_bit1_clear,no,1.00
bank0/E670.c,bank0,E670,12,bank0/E670.c,E670,gate_poll_0f80_bit4,no,1.00
bank0/E6B1.c,bank0,E6B1,45,bank0/E6B1.c,E6B1,init_args_then_e51e_e4fe_16,no,1.00
bank0/E6F4.c,bank0,E6F4,32,bank0/E6F4.c,E6F4,FUN_CODE_e6f4,no,1.00
bank0/E722.c,bank0,E722,28,bank0/E722.c,E722,FUN_CODE_e722,no,1.00
bank0/E7B8.c,bank0,E7B8,1,bank0/E7B8.c,E7B8,FUN_CODE_e7b8,no,1.00
bank0/E7BB.c,bank0,E7BB,3,bank0/E7BB.c,E7BB,FUN_CODE_e7bb,no,1.00
bank0/E7C7.c,bank0,E7C7,1,bank0/E7C7.c,E7C7,r7_zero_ret_2,no,1.00
bank0/E7CA.c,bank0,E7CA,36,bank0/E7CA.c,E7CA,init_0a50_2_then_start_0x13_block,no,1.00
bank0/E822.c,bank0,E822,26,bank0/E822.c,E822,FUN_CODE_e822,no,1.00
bank0/E893.c,bank0,E893,1,bank0/E893.c,E893,r7_zero_ret_3,no,1.00
bank0/E896.c,bank0,E896,10,bank0/E896.c,E896,write_0f60_0f61_then_0x7049,no,1.00
bank0/E8C4.c,bank0,E8C4,9,bank0/E8C4.c,E8C4,write_r6_r7_r5_to_0f60_62,no,1.00
bank0/E8EC.c,bank0,E8EC,19,bank0/E8EC.c,E8EC,mask_1603_and_wait_tf1,no,1.00
bank0/E9DE.c,bank0,E9DE,28,bank0/E9DE.c,E9DE,rmw_1603_and_wait_tf1_2500_times,no,1.00
bank0/EA94.c,bank0,EA94,8,bank0/EA94.c,EA94,three_calls_then_4777_r3_04,no,1.00
bank0/EAAD.c,bank0,EAAD,7,bank0/EAAD.c,EAAD,set_dptr_0f60_then_4777_r3_03,no,1.00
bank0/EAC6.c,bank0,EAC6,4,bank0/EAC6.c,EAC6,FUN_CODE_eac6,no,1.00
bank0/EAD1.c,bank0,EAD1,4,bank0/EAD1.c,EAD1,forward_to_8648_after_1978_c43f,no,1.00
bank0/EADA.c,bank0,EADA,45,bank0/EADA.c,EADA,FUN_CODE_eada,no,1.00
bank0/EBD5.c,bank0,EBD5,5,bank0/EBD5.c,EBD5,dispatch_on_0a4b_via_7151,no,1.00
bank0/EC59.c,bank0,EC59,13,bank0/EC59.c,EC59,store_r7_to_0a4c_and_branch_on_1_or_2,no,1.00
bank0/ED47.c,bank0,ED47,7,bank0/ED47.c,ED47,gate_a4b_eq_9,no,1.00
bank0/ED52.c,bank0,ED52,6,bank0/ED52.c,ED52,write_1c41_12_copy_0a49_0a4a_clear_1601_bit4,no,1.00
bank0/ED6E.c,bank0,ED6E,2,bank0/ED6E.c,ED6E,forward_to_ead1_return_0,no,1.00
bank0/ED74.c,bank0,ED74,9,bank0/ED74.c,ED74,write_0a59_block_then_445e,no,1.00
bank0/ED9B.c,bank0,ED9B,2,bank0/ED9B.c,ED9B,call_0ea2_with_0xfa,no,1.00
bank0/EDA4.c,bank0,EDA4,2,bank0/EDA4.c,EDA4,mov_c_from_bit_0x22,no,1.00
bank0/EDA6.c,bank0,EDA6,2,bank0/EDA6.c,EDA6,call_e8c4_with_r6_0xff_return_r7,no,1.00
bank0/EDBC.c,bank0,EDBC,7,bank0/EDBC.c,EDBC,four_calls_then_4777_flag,no,1.00
bank0/EDD8.c,bank0,EDD8,15,bank0/EDD8.c,EDD8,write_4_bytes_after_f121_then_chain,no,1.00
bank0/EE0F.c,bank0,EE0F,14,bank0/EE0F.c,EE0F,send_0x12_via_f078_then_chain,no,1.00
bank0/EE4F.c,bank0,EE4F,17,bank0/EE4F.c,EE4F,write_3_bytes_after_f121_then_chain,no,1.00
bank0/EE96.c,bank0,EE96,14,bank0/EE96.c,EE96,send_0x07_via_f078_then_chain,no,1.00
bank0/EED6.c,bank0,EED6,14,bank0/EE4F.c,EE4F,write_3_bytes_after_f121_then_chain,yes,0.93
bank0/EF12.c,bank0,EF12,26,bank0/EF12.c,EF12,ajmp_0xe822,no,1.00
bank0/EF17.c,bank0,EF17,4,bank0/EF17.c,EF17,call_f0a1_with_d6_then_4777_flag,no,1.00
bank0/EF60.c,bank0,EF60,3,bank0/EF60.c,EF60,toggle_0fc0_bit1_unless_r6r7_zero,no,1.00
bank0/EF70.c,bank0,EF70,4,bank0/EF70.c,EF70,call_ee96_then_xor_0fc0_04,no,1.00
bank0/EFDC.c,bank0,EFDC,23,bank0/EFDC.c,EFDC,call_ef17_then_copy_0f80_to_0fb1,no,1.00
bank0/EFF0.c,bank0,EFF0,20,bank0/EFDC.c,EFDC,call_ef17_then_copy_0f80_to_0fb1,yes,0.90
bank0/F002.c,bank0,F002,19,bank0/F002.c,F002,FUN_CODE_f002,no,1.00
bank0/F012.c,bank0,F012,17,bank0/F012.c,F012,store_16bit_sum_to_0a43_0a44,no,1.00
bank0/F022.c,bank0,F022,15,bank0/F022.c,F022,rotate_16bit_pair_and_range_check_0fc3,no,1.00
bank0/F06B.c,bank0,F06B,3,bank0/F06B.c,F06B,clear_0fc3_bit0_and_zero_0fc0,no,1.00
bank0/F077.c,bank0,F077,1,bank0/F077.c,F077,ret_immediately,no,1.00
bank0/F078.c,bank0,F078,14,bank0/F078.c,F078,store_a_0_1_zeros_at_dptr_plus1,no,1.00
bank0/F079.c,bank0,F079,14,bank0/F078.c,F078,store_a_0_1_zeros_at_dptr_plus1,yes,0.43
bank0/F07E.c,bank0,F07E,12,bank0/F078.c,F078,store_a_0_1_zeros_at_dptr_plus1,yes,0.50
bank0/F07F.c,bank0,F07F,12,bank0/F078.c,F078,store_a_0_1_zeros_at_dptr_plus1,yes,0.50
bank0/F080.c,bank0,F080,11,bank0/F078.c,F078,store_a_0_1_zeros_at_dptr_plus1,yes,0.55
bank0/F081.c,bank0,F081,11,bank0/F078.c,F078,store_a_0_1_zeros_at_dptr_plus1,yes,0.55
bank0/F083.c,bank0,F083,10,bank0/F078.c,F078,store_a_0_1_zeros_at_dptr_plus1,yes,0.60
bank0/F089.c,bank0,F089,7,bank0/F078.c,F078,store_a_0_1_zeros_at_dptr_plus1,yes,0.86
bank0/F08B.c,bank0,F08B,6,bank0/F078.c,F078,store_a_0_1_zeros_at_dptr_plus1,yes,1.00
bank0/F090.c,bank0,F090,6,bank0/F090.c,F090,write_0f_60_00_00_00_at_dptr,no,1.00
bank0/F095.c,bank0,F095,5,bank0/F095.c,F095,store_a_then_three_zeros,no,1.00
bank0/F09F.c,bank0,F09F,7,bank0/F078.c,F078,store_a_0_1_zeros_at_dptr_plus1,yes,0.43
bank0/F0A1.c,bank0,F0A1,7,bank0/F078.c,F078,store_a_0_1_zeros_at_dptr_plus1,yes,0.43
bank0/F0A3.c,bank0,F0A3,10,bank0/F0A3.c,F0A3,gate_on_a_then_set_0a56_block,no,1.00
bank0/F0B1.c,bank0,F0B1,4,bank0/F0B1.c,F0B1,FUN_CODE_f0b1,no,1.00
bank0/F0B3.c,bank0,F0B3,3,bank0/F0B3.c,F0B3,store_0f_80_and_setup_regs,no,1.00
bank0/F0C4.c,bank0,F0C4,8,bank0/F078.c,F078,store_a_0_1_zeros_at_dptr_plus1,yes,0.38
bank0/F0C8.c,bank0,F0C8,8,bank0/F078.c,F078,store_a_0_1_zeros_at_dptr_plus1,yes,0.38
bank0/F0CA.c,bank0,F0CA,7,bank0/F078.c,F078,store_a_0_1_zeros_at_dptr_plus1,yes,0.43
bank0/F0DC.c,bank0,F0DC,4,bank0/F0DC.c,F0DC,store_a_0f_80_and_r6_0f,no,1.00
bank0/F0E0.c,bank0,F0E0,3,bank0/F0E0.c,F0E0,store_0f_80_at_dptr_plus1,no,1.00
bank0/F0E4.c,bank0,F0E4,2,bank0/F0E4.c,F0E4,store_80_and_setup_regs,no,1.00
bank0/F0ED.c,bank0,F0ED,4,bank0/F078.c,F078,store_a_0_1_zeros_at_dptr_plus1,yes,0.75
bank0/F0EF.c,bank0,F0EF,4,bank0/F078.c,F078,store_a_0_1_zeros_at_dptr_plus1,yes,0.75
bank0/F0F3.c,bank0,F0F3,3,bank0/F078.c,F078,store_a_0_1_zeros_at_dptr_plus1,yes,1.00
bank0/F0FE.c,bank0,F0FE,4,bank0/F0FE.c,F0FE,write_fe_5a_a5_then_read_0fa0,no,1.00
bank0/F107.c,bank0,F107,2,bank0/F107.c,F107,store_a_at_dptr_plus1,no,1.00
bank0/F108.c,bank0,F108,2,bank0/F108.c,F108,store_a_at_dptr_then_read_0fa0,no,1.00
bank0/F10F.c,bank0,F10F,2,bank0/F10F.c,F10F,be16_add_0_1,no,1.00
bank0/F116.c,bank0,F116,3,bank0/F116.c,F116,store_40_to_1621_1622,no,1.00
bank0/F118.c,bank0,F118,3,bank0/F118.c,F118,store_a_to_1621_1622,no,1.00
bank0/F121.c,bank0,F121,2,bank0/F121.c,F121,write_98_to_0f60,no,1.00
bank0/F128.c,bank0,F128,1,bank0/F128.c,F128,set_r3_09_r5_80_r7_01,no,1.00
bank0/F12F.c,bank0,F12F,1,bank0/F12F.c,F12F,load_r6_r7_from_0a49,no,1.00
bank0/F138.c,bank0,F138,2,bank0/F138.c,F138,copy_0f81_to_0a58,no,1.00
bank0/F141.c,bank0,F141,4,bank0/F141.c,F141,store_r1_r5_r3_to_103d_103c_103b,no,1.00
bank0/F151.c,bank0,F151,2,bank0/F151.c,F151,write_ff_to_0f60,no,1.00
bank0/F159.c,bank0,F159,2,bank0/F159.c,F159,inc_dptr_byte_sub3,no,1.00
bank0/F161.c,bank0,F161,4,bank0/F161.c,F161,store_a_to_1603_then_clear_0a3e_0a3f,no,1.00
bank0/F165.c,bank0,F165,3,bank0/F161.c,F161,store_a_to_1603_then_clear_0a3e_0a3f,yes,1.00
bank0/F16D.c,bank0,F16D,1,bank0/F16D.c,F16D,bit7_split_0a3e,no,1.00
bank0/F177.c,bank0,F177,3,bank0/F177.c,F177,store_a_and_zero_next_dptr_bytes,no,1.00
bank0/F17E.c,bank0,F17E,1,bank0/F17E.c,F17E,read_0a51_with_r7_from_0a4e,no,1.00
bank0/F189.c,bank0,F189,2,bank0/F189.c,F189,write_00_to_0f60,no,1.00
bank0/F1E9.c,bank0,F1E9,14,bank0/F1E9.c,F1E9,FUN_CODE_f1e9,no,1.00
bank0/F221.c,bank0,F221,3,bank0/F221.c,F221,gate_on_0x12_update_0xeb8,no,1.00
bank0/F239.c,bank0,F239,7,bank0/F239.c,F239,gate_06e6_then_dispatch_0e01,no,1.00
bank0/F424.c,bank0,F424,2,bank0/F424.c,F424,write_06_to_0e01,no,1.00
bank0/F42B.c,bank0,F42B,2,bank0/F42B.c,F42B,clear_0e01,no,1.00
bank0/F430.c,bank0,F430,1,bank0/F430.c,F430,ret_only_f430,no,1.00
bank0/F431.c,bank0,F431,8,bank0/F431.c,F431,write_10_0e_b0_after_dptr_call_4777,no,1.00
bank0/F44F.c,bank0,F44F,5,bank0/F44F.c,F44F,write_01_0f_80_after_dptr_call_4777,no,1.00
bank0/F467.c,bank0,F467,8,bank0/F467.c,F467,write_04_0e_a4_after_dptr_call_4777,no,1.00
bank0/F485.c,bank0,F485,5,bank0/F485.c,F485,call_4777_store_r7_to_0e02,no,1.00
bank0/F493.c,bank0,F493,4,bank0/F078.c,F078,store_a_0_1_zeros_at_dptr_plus1,yes,0.75
bank0/F495.c,bank0,F495,4,bank0/F078.c,F078,store_a_0_1_zeros_at_dptr_plus1,yes,0.75
bank0/F498.c,bank0,F498,4,bank0/F078.c,F078,store_a_0_1_zeros_at_dptr_plus1,yes,0.75
bank0/F499.c,bank0,F499,3,bank0/F078.c,F078,store_a_0_1_zeros_at_dptr_plus1,yes,1.00
bank0/F4A4.c,bank0,F4A4,2,bank0/F4A4.c,F4A4,inc_0e03,no,1.00
bank0/F4AB.c,bank0,F4AB,4,bank0/F078.c,F078,store_a_0_1_zeros_at_dptr_plus1,yes,0.25
bank0/F4B3.c,bank0,F4B3,1,bank0/F4B3.c,F4B3,FUN_CODE_f4b3,no,1.00
bank0/F4C1.c,bank0,F4C1,3,bank0/F4C1.c,F4C1,store_bc02_0f60_61_set_r6,no,1.00
bank0/F566.c,bank0,F566,25,bank0/F566.c,F566,ff_filler_not_a_function_f566,no,1.00
bank0/F583.c,bank0,F583,25,bank0/F566.c,F566,ff_filler_not_a_function_f566,yes,1.00
bank0/FAE8.c,bank0,FAE8,25,bank0/F566.c,F566,ff_filler_not_a_function_f566,yes,1.00
bank0/FE0F.c,bank0,FE0F,24,bank0/F566.c,F566,ff_filler_not_a_function_f566,yes,0.96
bank0/FF17.c,bank0,FF17,10,bank0/FF17.c,FF17,ff_filler_not_a_function_ff17,no,1.00
bank0/FF90.c,bank0,FF90,10,bank0/FF90.c,FF90,ff_filler_not_a_function_ff90,no,1.00
bank1/031C.c,bank1,031C,5,bank1/031C.c,031C,call_d2a3_then_d274,no,1.00
bank1/1738.c,bank1,1738,2,bank1/1738.c,1738,trampoline_to_c0a2,no,1.00
bank1/1762.c,bank1,1762,2,bank1/1762.c,1762,trampoline_to_c201,no,1.00
bank1/1768.c,bank1,1768,2,bank1/1768.c,1768,trampoline_to_c209,no,1.00
bank1/17FE.c,bank1,17FE,5,bank1/17FE.c,17FE,FUN_CODE_17fe,no,1.00
bank1/1803.c,bank1,1803,3,bank1/1803.c,1803,nop_no_control_transfer,no,1.00
bank1/1804.c,bank1,1804,2,bank1/1804.c,1804,trampoline_to_c48f,no,1.00
bank1/1984.c,bank1,1984,2,bank1/1984.c,1984,trampoline_to_c10c,no,1.00
bank1/198A.c,bank1,198A,2,bank1/198A.c,198A,trampoline_to_c1e7,no,1.00
bank1/1990.c,bank1,1990,2,bank1/1990.c,1990,trampoline_to_c391,no,1.00
bank1/1996.c,bank1,1996,2,bank1/1996.c,1996,trampoline_to_c4bf,no,1.00
bank1/199C.c,bank1,199C,2,bank1/199C.c,199C,trampoline_to_c4b7,no,1.00
bank1/19A2.c,bank1,19A2,2,bank1/19A2.c,19A2,trampoline_to_cf96,no,1.00
bank1/19A8.c,bank1,19A8,2,bank1/19A8.c,19A8,trampoline_to_c118,no,1.00
bank1/19AE.c,bank1,19AE,2,bank1/19AE.c,19AE,trampoline_to_cfa9,no,1.00
bank1/19B4.c,bank1,19B4,2,bank1/19B4.c,19B4,trampoline_to_c389,no,1.00
bank1/19BA.c,bank1,19BA,2,bank1/19BA.c,19BA,trampoline_to_c381,no,1.00
bank1/19C0.c,bank1,19C0,2,bank1/19C0.c,19C0,trampoline_to_c030,no,1.00
bank1/19C6.c,bank1,19C6,2,bank1/19C6.c,19C6,trampoline_to_a747,no,1.00
bank1/19D2.c,bank1,19D2,2,bank1/19D2.c,19D2,trampoline_to_85c6,no,1.00
bank1/19DE.c,bank1,19DE,2,bank1/19DE.c,19DE,trampoline_to_c174,no,1.00
bank1/19E4.c,bank1,19E4,2,bank1/19E4.c,19E4,load_dptr_8294_tail_jump_1100,no,1.00
bank1/19EA.c,bank1,19EA,2,bank1/19EA.c,19EA,load_dptr_8588_tail_jump_1100,no,1.00
bank1/19F0.c,bank1,19F0,2,bank1/19F0.c,19F0,load_dptr_c4e6_tail_jump_1100,no,1.00
bank1/19F6.c,bank1,19F6,2,bank1/19F6.c,19F6,load_dptr_c478_tail_jump_1100,no,1.00
bank1/19FC.c,bank1,19FC,2,bank1/19FC.c,19FC,load_dptr_c07e_tail_jump_1100,no,1.00
bank1/1A02.c,bank1,1A02,2,bank1/1A02.c,1A02,load_dptr_c06e_tail_jump_1100,no,1.00
bank1/1A08.c,bank1,1A08,2,bank1/1A08.c,1A08,load_dptr_c0ad_tail_jump_1100,no,1.00
bank1/1A0E.c,bank1,1A0E,2,bank1/1A0E.c,1A0E,load_dptr_c076_tail_jump_1100,no,1.00
bank1/1A14.c,bank1,1A14,2,bank1/1A14.c,1A14,load_dptr_aa04_tail_jump_1100,no,1.00
bank1/1A1A.c,bank1,1A1A,2,bank1/1A1A.c,1A1A,load_dptr_c066_tail_jump_1100,no,1.00
bank1/1A20.c,bank1,1A20,2,bank1/1A20.c,1A20,load_dptr_c2d7_tail_jump_1100,no,1.00
bank1/1A26.c,bank1,1A26,2,bank1/1A26.c,1A26,load_dptr_c1b1_tail_jump_1100,no,1.00
bank1/1A2C.c,bank1,1A2C,2,bank1/1A2C.c,1A2C,load_dptr_c349_tail_jump_1100,no,1.00
bank1/1A32.c,bank1,1A32,2,bank1/1A32.c,1A32,load_dptr_8567_tail_jump_1100,no,1.00
bank1/1A38.c,bank1,1A38,2,bank1/1A38.c,1A38,load_dptr_c026_tail_jump_1100,no,1.00
bank1/1A3E.c,bank1,1A3E,2,bank1/1A3E.c,1A3E,load_dptr_c1d9_tail_jump_1100,no,1.00
bank1/1A44.c,bank1,1A44,2,bank1/1A44.c,1A44,load_dptr_c1d8_tail_jump_1100,no,1.00
bank1/1A4A.c,bank1,1A4A,2,bank1/1A4A.c,1A4A,load_dptr_c2ba_tail_jump_1100,no,1.00
bank1/1A50.c,bank1,1A50,2,bank1/1A50.c,1A50,load_dptr_c2b2_tail_jump_1100,no,1.00
bank1/1A56.c,bank1,1A56,2,bank1/1A56.c,1A56,load_dptr_c2f7_tail_jump_1100,no,1.00
bank1/1A5C.c,bank1,1A5C,2,bank1/1A5C.c,1A5C,load_dptr_c2ef_tail_jump_1100,no,1.00
bank1/1A62.c,bank1,1A62,2,bank1/1A62.c,1A62,load_dptr_c154_tail_jump_1100,no,1.00
bank1/1A68.c,bank1,1A68,2,bank1/1A68.c,1A68,load_dptr_85fb_tail_jump_1100,no,1.00
bank1/1A6E.c,bank1,1A6E,2,bank1/1A6E.c,1A6E,load_dptr_c4c9_tail_jump_1100,no,1.00
bank1/1A74.c,bank1,1A74,2,bank1/1A74.c,1A74,load_dptr_c43f_tail_jump_1100,no,1.00
bank1/1A7A.c,bank1,1A7A,2,bank1/1A7A.c,1A7A,load_dptr_c16c_tail_jump_1100,no,1.00
bank1/1A80.c,bank1,1A80,2,bank1/1A80.c,1A80,load_dptr_85de_tail_jump_1100,no,1.00
bank1/1A86.c,bank1,1A86,2,bank1/1A86.c,1A86,load_dptr_c44d_tail_jump_1100,no,1.00
bank1/1A8C.c,bank1,1A8C,2,bank1/1A8C.c,1A8C,load_dptr_c427_tail_jump_1100,no,1.00
bank1/1A92.c,bank1,1A92,2,bank1/1A92.c,1A92,load_dptr_c41f_tail_jump_1100,no,1.00
bank1/1A98.c,bank1,1A98,2,bank1/1A98.c,1A98,trampoline_bank0_8031,no,1.00
bank1/1A9E.c,bank1,1A9E,2,bank1/1A9E.c,1A9E,trampoline_bank0_a4e2,no,1.00
bank1/1AA4.c,bank1,1AA4,2,bank1/1AA4.c,1AA4,trampoline_bank0_9c48,no,1.00
bank1/1AAA.c,bank1,1AAA,2,bank1/1AAA.c,1AAA,trampoline_bank0_8590,no,1.00
bank1/1AB0.c,bank1,1AB0,2,bank1/1AB0.c,1AB0,trampoline_bank0_c26e,no,1.00
bank1/1AB6.c,bank1,1AB6,2,bank1/1AB6.c,1AB6,trampoline_bank0_c184,no,1.00
bank1/1ABC.c,bank1,1ABC,2,bank1/1ABC.c,1ABC,trampoline_bank0_c17c,no,1.00
bank1/2A6C.c,bank1,2A6C,2,bank1/2A6C.c,2A6C,clear_bit4_of_direct_4c,no,1.00
bank1/2A70.c,bank1,2A70,2,bank1/2A70.c,2A70,clear_bits_5_6_of_direct_4c,no,1.00
bank1/2BD5.c,bank1,2BD5,46,bank1/2BD5.c,2BD5,FUN_CODE_2bd5,no,1.00
bank1/2C70.c,bank1,2C70,34,bank1/2C70.c,2C70,match_0a49_loop_tail,no,1.00
bank1/3A60.c,bank1,3A60,4,bank1/3A60.c,3A60,FUN_CODE_3a60,no,1.00
bank1/4874.c,bank1,4874,14,bank1/4874.c,4874,inc_0a54_then_0a58_sequence,no,1.00
bank1/4A26.c,bank1,4A26,2,bank1/4A26.c,4A26,code_table_pointer_from_r1,no,1.00
bank1/703A.c,bank1,703A,5,bank1/703A.c,703A,write_r1_to_tmod_and_jump_8801,no,1.00
bank1/703F.c,bank1,703F,4,bank1/703F.c,703F,forwarder_to_e322,no,1.00
bank1/8000.c,bank1,8000,1,bank1/8000.c,8000,ret_only_8000,no,1.00
bank1/8001.c,bank1,8001,47,bank1/8001.c,8001,decrement_nonzero_xdata_counters,no,1.00
bank1/8004.c,bank1,8004,47,bank1/8001.c,8001,decrement_nonzero_xdata_counters,yes,0.94
bank1/8005.c,bank1,8005,47,bank1/8001.c,8001,decrement_nonzero_xdata_counters,yes,0.94
bank1/8007.c,bank1,8007,47,bank1/8001.c,8001,decrement_nonzero_xdata_counters,yes,0.91
bank1/8008.c,bank1,8008,47,bank1/8001.c,8001,decrement_nonzero_xdata_counters,yes,0.91
bank1/8009.c,bank1,8009,46,bank1/8001.c,8001,decrement_nonzero_xdata_counters,yes,0.98
bank1/800C.c,bank1,800C,46,bank1/8001.c,8001,decrement_nonzero_xdata_counters,yes,0.93
bank1/800D.c,bank1,800D,46,bank1/8001.c,8001,decrement_nonzero_xdata_counters,yes,0.93
bank1/800F.c,bank1,800F,46,bank1/8001.c,8001,decrement_nonzero_xdata_counters,yes,0.91
bank1/8010.c,bank1,8010,46,bank1/8001.c,8001,decrement_nonzero_xdata_counters,yes,0.91
bank1/8011.c,bank1,8011,45,bank1/8001.c,8001,decrement_nonzero_xdata_counters,yes,0.98
bank1/8014.c,bank1,8014,45,bank1/8001.c,8001,decrement_nonzero_xdata_counters,yes,0.93
bank1/8017.c,bank1,8017,45,bank1/8001.c,8001,decrement_nonzero_xdata_counters,yes,0.91
bank1/8018.c,bank1,8018,45,bank1/8001.c,8001,decrement_nonzero_xdata_counters,yes,0.91
bank1/8019.c,bank1,8019,44,bank1/8001.c,8001,decrement_nonzero_xdata_counters,yes,0.98
bank1/801C.c,bank1,801C,44,bank1/8001.c,8001,decrement_nonzero_xdata_counters,yes,0.93
bank1/801D.c,bank1,801D,44,bank1/8001.c,8001,decrement_nonzero_xdata_counters,yes,0.93
bank1/801F.c,bank1,801F,44,bank1/8001.c,8001,decrement_nonzero_xdata_counters,yes,0.91
bank1/8020.c,bank1,8020,44,bank1/8001.c,8001,decrement_nonzero_xdata_counters,yes,0.91
bank1/8021.c,bank1,8021,43,bank1/8001.c,8001,decrement_nonzero_xdata_counters,yes,0.98
bank1/8024.c,bank1,8024,43,bank1/8001.c,8001,decrement_nonzero_xdata_counters,yes,0.93
bank1/8025.c,bank1,8025,43,bank1/8001.c,8001,decrement_nonzero_xdata_counters,yes,0.93
bank1/8027.c,bank1,8027,43,bank1/8001.c,8001,decrement_nonzero_xdata_counters,yes,0.91
bank1/8028.c,bank1,8028,43,bank1/8001.c,8001,decrement_nonzero_xdata_counters,yes,0.91
bank1/802C.c,bank1,802C,42,bank1/8001.c,8001,decrement_nonzero_xdata_counters,yes,0.93
bank1/802D.c,bank1,802D,42,bank1/8001.c,8001,decrement_nonzero_xdata_counters,yes,0.93
bank1/802F.c,bank1,802F,42,bank1/8001.c,8001,decrement_nonzero_xdata_counters,yes,0.90
bank1/8030.c,bank1,8030,42,bank1/8001.c,8001,decrement_nonzero_xdata_counters,yes,0.90
