addr,program,spelled_as,span_group,cluster_id,refs,read,write,read+write,passed-to-call,address-taken,readers,writers,functions_touched,single_function,name,functions,cluster_key
0x0461,main-ec,DAT_EXTMEM,0x0458-0x0461,main-ec-001,18,9,7,0,0,2,5,5,8,no,,bank0:0x8749=mode_tick_084c_07a5_09ee [state]; bank0:0x888D=fan_table_mailbox_handler [dispatch]; bank0:0x8931=threshold_cascade_from_08eb_085f [unresolved]; bank0:0x8B14=FUN_CODE_8b14; bank0:0x8C46=ramp_1804_1809_toward_0461_0469 [state]; bank0:0xBBE6=load_dptr_0469 [unresolved]; bank0:0xBBE9=set_cy_before_0461_sub [unresolved]; bank0:0xBBEA=sub_0469_from_0461 [math],k7497cf885614
0x0463,main-ec,DAT_EXTMEM,0x0463-0x0466,main-ec-001,8,2,5,1,0,0,1,6,6,no,,bank0:0x9334=seed_tcc_defaults_from_ba36 [init]; bank0:0x93FE=load_r7_into_a [reader]; bank0:0x93FF=select_table_byte_against_044f [logic]; bank0:0x948D=code_byte_to_0a4a_then_push_r7 [copy]; bank0:0x94AF=store_r7_to_098c_and_0463 [writer]; bank0:0x9CA6=gate_06e6_442_then_sync_046a_from_086b [state],k7497cf885614
0x0464,main-ec,DAT_EXTMEM,0x0463-0x0466,main-ec-138,4,3,1,0,0,0,2,1,3,no,,bank0:0x8749=mode_tick_084c_07a5_09ee [state]; bank0:0xBD5D=be16_0464_0465_minus_100 [math]; bank0:0xDFDF=gate_06e6_then_store_0464 [math],k2a740ad8c603
0x0465,main-ec,DAT_EXTMEM,0x0463-0x0466,main-ec-138,3,2,1,0,0,0,2,1,3,no,,bank0:0x8749=mode_tick_084c_07a5_09ee [state]; bank0:0xBD5D=be16_0464_0465_minus_100 [math]; bank0:0xDFDF=gate_06e6_then_store_0464 [math],k2a740ad8c603
0x0466,main-ec,DAT_EXTMEM,0x0463-0x0466,main-ec-003,8,7,0,1,0,0,6,1,6,no,,bank0:0x9CA6=gate_06e6_442_then_sync_046a_from_086b [state]; bank1:0x9081=count_down_06e4_and_toggle_06e3 [state]; bank1:0x90B0=forward_to_90b8 [forwarder]; bank1:0x90B8=step_counter_084e_dispatch [dispatch]; bank1:0x9B3C=FUN_CODE_9b3c; bank1:0x9D53=FUN_CODE_9d53,ka39cda99615f
0x0468,main-ec,symbol,0x0468-0x0472,main-ec-002,90,38,44,6,1,1,5,45,46,no,XDATA_0468,bank0:0x8749=mode_tick_084c_07a5_09ee [state]; bank0:0x888D=fan_table_mailbox_handler [dispatch]; bank0:0x8931=threshold_cascade_from_08eb_085f [unresolved]; bank0:0x8B14=FUN_CODE_8b14; bank0:0x8DE0=ramp_1804_toward_0670_and_set_1809 [state]; bank1:0x8001=decrement_nonzero_xdata_counters [writer]; bank1:0x8004=read_06c6 [reader]; bank1:0x8005=skip_06c6_decrement [logic]; bank1:0x8007=dec_06c6_value [math]; bank1:0x8008=store_06c6_decrement [writer]; bank1:0x8009=select_06cd [logic]; bank1:0x800C=read_06cd [reader]; bank1:0x800D=skip_06cd_decrement [logic]; bank1:0x800F=dec_06cd_value [math]; bank1:0x8010=store_06cd_decrement [writer]; bank1:0x8011=select_06d1 [logic]; bank1:0x8014=read_06d1_and_test_zero [reader]; bank1:0x8017=dec_06d1_value [math]; bank1:0x8018=store_acc_to_xdata_dptr_8018 [writer]; bank1:0x8019=load_dptr_06d2 [reader]; bank1:0x801C=read_xdata_dptr_801c [reader]; bank1:0x801D=branch_if_acc_zero_to_8021 [gate]; bank1:0x801F=dec_acc_801f [math]; bank1:0x8020=store_acc_to_xdata_dptr_8020 [writer]; bank1:0x8021=load_dptr_06f3 [reader]; bank1:0x8024=read_xdata_dptr_8024 [reader]; bank1:0x8025=branch_if_acc_zero_to_8029 [gate]; bank1:0x8027=dec_acc_8027 [math]; bank1:0x8028=store_acc_and_load_dptr_0635 [writer]; bank1:0x802C=read_xdata_dptr_802c [reader]; bank1:0x802D=branch_if_acc_zero_to_8031 [gate]; bank1:0x802F=dec_acc_802f [math]; bank1:0x8030=store_acc_to_xdata_dptr_8030 [writer]; bank1:0x8031=load_dptr_0636_and_read [reader]; bank1:0x8035=branch_if_acc_zero_to_8039 [gate]; bank1:0x8037=dec_store_and_load_dptr_0637 [writer]; bank1:0x803C=test_and_decrement_0638_after_prior_byte [writer]; bank1:0x8048=store_acc_and_read_0639 [writer]; bank1:0x804D=dec_then_test_063a_with_sign_guard [writer]; bank1:0x8060=branch_if_acc_zero_to_8064 [gate]; bank1:0x8062=dec_store_then_test_and_dec_07f6 [writer]; bank1:0x806C=reload_06d6_with_9_or_return_early [writer]; bank1:0x807E=dec_06c3_and_dec_06d8_gated_on_0440 [writer]; bank1:0x8096=dec_06d9_only_if_both_calls_return_zero [writer]; bank1:0x80AA=dec_timers_06da_08e4_055f_09ce_070b [writer]; bank1:0x80D6=clear_0460_0468_when_0706_reaches_zero [writer],k733222e83898
0x0469,main-ec,DAT_EXTMEM,0x0468-0x0472,main-ec-001,18,8,5,0,0,5,4,3,7,no,,bank0:0x8749=mode_tick_084c_07a5_09ee [state]; bank0:0x888D=fan_table_mailbox_handler [dispatch]; bank0:0x8931=threshold_cascade_from_08eb_085f [unresolved]; bank0:0x8B14=FUN_CODE_8b14; bank0:0x8C46=ramp_1804_1809_toward_0461_0469 [state]; bank0:0xBBE6=load_dptr_0469 [unresolved]; bank0:0xBE68=x0469_minus_x1809 [math],k7497cf885614
0x046A,main-ec,DAT_EXTMEM,0x0468-0x0472,main-ec-003,4,1,2,0,1,0,1,1,1,yes,,bank0:0x9CA6=gate_06e6_442_then_sync_046a_from_086b [state],ka39cda99615f
0x046B,main-ec,DAT_EXTMEM,0x0468-0x0472,main-ec-003,4,1,2,0,1,0,1,1,1,yes,,bank0:0x9CA6=gate_06e6_442_then_sync_046a_from_086b [state],ka39cda99615f
0x046C,main-ec,DAT_EXTMEM,0x0468-0x0472,main-ec-131,7,3,4,0,0,0,2,4,6,no,,bank0:0x8749=mode_tick_084c_07a5_09ee [state]; bank0:0xBD6B=be16_046c_046d_minus_100 [math]; bank0:0xE010=load_06e6 [reader]; bank0:0xE014=branch_on_06e6_eq_1 [logic]; bank0:0xE020=move_a_to_r5_and_call_dfa0 [forwarder]; bank0:0xE024=store_r6_r7_to_046c_046d [writer],kaa3630967dc4
0x046D,main-ec,DAT_EXTMEM,0x0468-0x0472,main-ec-131,6,2,4,0,0,0,2,4,6,no,,bank0:0x8749=mode_tick_084c_07a5_09ee [state]; bank0:0xBD6B=be16_046c_046d_minus_100 [math]; bank0:0xE010=load_06e6 [reader]; bank0:0xE014=branch_on_06e6_eq_1 [logic]; bank0:0xE020=move_a_to_r5_and_call_dfa0 [forwarder]; bank0:0xE024=store_r6_r7_to_046c_046d [writer],kaa3630967dc4
0x046E,main-ec,DAT_EXTMEM,0x0468-0x0472,main-ec-003,2,1,1,0,0,0,1,1,1,yes,,bank0:0x9CA6=gate_06e6_442_then_sync_046a_from_086b [state],ka39cda99615f
0x046F,main-ec,DAT_EXTMEM,0x0468-0x0472,main-ec-003,3,1,1,0,1,0,1,1,1,yes,,bank0:0x9CA6=gate_06e6_442_then_sync_046a_from_086b [state],ka39cda99615f
0x0470,main-ec,DAT_EXTMEM,0x0468-0x0472,main-ec-011,3,2,1,0,0,0,1,1,1,yes,,bank1:0x94FA=magic_55aa_and_0704_countdown [state],k2a30862cf8eb
0x0471,main-ec,DAT_EXTMEM,0x0468-0x0472,main-ec-108,17,9,0,8,0,0,9,8,9,no,,bank0:0xACB4=reset_xdata_flags_and_07d5_to_ff [init]; bank1:0x9199=gate_1984_19a8_then_count_06cc [gate]; bank1:0x9F04=dispatch_on_dpl_5b_7b_40 [dispatch]; bank1:0xF113=thunk_to_f275 [forwarder]; bank1:0xF116=thunk_to_f290 [forwarder]; bank1:0xF119=thunk_to_f2ad [forwarder]; bank1:0xF275=set_06ff_80_else_toggle_0471_80 [writer]; bank1:0xF290=if_06cd_zero_set_02_set_06ff_20 [writer]; bank1:0xF2AD=if_06cd_zero_set_02_set_06ff_40 [writer],k28e05c7cc965
0x0472,main-ec,DAT_EXTMEM,0x0468-0x0472,main-ec-215,17,17,0,0,0,0,10,0,10,no,,bank1:0x8F6B=FUN_CODE_8f6b; bank1:0x9004=load_dptr_06ce [unresolved]; bank1:0x9007=store_a_to_xdata_at_dptr_2 [unresolved]; bank1:0x9008=update_06cf_countdown_and_06e1_bits [state]; bank1:0x9081=count_down_06e4_and_toggle_06e3 [state]; bank1:0x90B0=forward_to_90b8 [forwarder]; bank1:0x90B8=step_counter_084e_dispatch [dispatch]; bank1:0xBFBB=FUN_CODE_bfbb; bank1:0xC032=FUN_CODE_c032; bank1:0xC0A8=FUN_CODE_c0a8,k7befbcc261ff
0x0476,main-ec,DAT_EXTMEM,0x0476-0x0476,main-ec-196,33,24,0,9,0,0,10,3,10,no,,bank0:0xA00E=seed_0872_087a_088a_then_select_level [state]; bank0:0xA844=update_0476_flags [state]; bank0:0xBBA4=mask_0476_with_1f [writer]; bank1:0x9081=count_down_06e4_and_toggle_06e3 [state]; bank1:0x90B0=forward_to_90b8 [forwarder]; bank1:0x90B8=step_counter_084e_dispatch [dispatch]; bank1:0x95E5=set_0476_bit1_then_branch_on_r7 [logic]; bank1:0x976E=clear_0480_bit0_then_step_05f1_countdown [state]; bank1:0x9F04=dispatch_on_dpl_5b_7b_40 [dispatch]; bank1:0xA8F0=clamp_0623_level_into_080e [state],kbf3cbb3e3d32
0x047B,main-ec,DAT_EXTMEM,0x047B-0x0480,main-ec-001,36,23,0,13,0,0,13,9,13,no,,bank1:0x9FCB=tick_0724_bit4_decrement_067e [state]; bank1:0x9FF0=FUN_CODE_9ff0; bank1:0xA029=decrement_067c_then_clear_0724_bit5 [logic]; bank1:0xA064=gate_045a_bit0_set_0724_bit4 [logic]; bank1:0xF109=ljmp_f196 [forwarder]; bank1:0xF10D=ljmp_f219 [forwarder]; bank1:0xF110=ljmp_f246 [forwarder]; bank1:0xF123=thunk_to_f198 [forwarder]; bank1:0xF196=sjmp_to_f198 [forwarder]; bank1:0xF198=gate_045a_e0_bits_into_047b_0720_097a [writer]; bank1:0xF1F8=FUN_CODE_f1f8; bank1:0xF219=set_0636_0a_toggle_047b_02_set_097a_02 [writer]; bank1:0xF246=if_045a_bit4_set_toggle_047b_10_set_0637_0a [writer],k7497cf885614
0x047C,main-ec,DAT_EXTMEM,0x047B-0x0480,main-ec-047,4,1,3,0,0,0,1,2,2,no,,bank1:0x8915=saturating_count_09f0_then_call_88f0 [state]; bank1:0x8955=init_09f1_and_zero_09f2_through_09f9 [init],k32f0f39c5fe0
0x047D,main-ec,DAT_EXTMEM,0x047B-0x0480,main-ec-099,1,0,1,0,0,0,0,1,1,yes,,bank1:0x87DD=copy_code_a691_a693_to_xdata [copy],kc066837e7f39
0x047E,main-ec,DAT_EXTMEM,0x047B-0x0480,main-ec-242,9,4,5,0,0,0,3,5,8,no,,bank0:0xB065=ten_count_gate_then_set_1300_and_200f [state]; bank1:0x8834=zero_2200_2201_set_047e_ec [state]; bank1:0x8DE4=dispatch_on_0490_0495_0496_0498 [dispatch]; bank1:0x8E3B=write_r4_to_047f_then_047e_fc [writer]; bank1:0xA3B2=tick_09e3_countdown [state]; bank1:0xA3F7=tick_0750_countdown [state]; bank1:0xA4CF=send_ea_to_9ed4_when_06e6_eq_05 [logic]; bank1:0xA9B4=step_state_0845 [state],kfeac007711cc
0x047F,main-ec,DAT_EXTMEM,0x047B-0x0480,main-ec-276,6,0,6,0,0,0,0,6,6,no,,bank0:0xB4A8=FUN_CODE_b4a8; bank0:0xB5D3=FUN_CODE_b5d3; bank1:0x8DE4=dispatch_on_0490_0495_0496_0498 [dispatch]; bank1:0x8E3B=write_r4_to_047f_then_047e_fc [writer]; bank1:0x8F37=write_047f_and_arm_06d1_fa [writer]; bank1:0x8F54=write_047f_and_arm_06d2_fa [writer],k914cd72dce00
0x0480,main-ec,DAT_EXTMEM,0x047B-0x0480,main-ec-210,19,11,0,8,0,0,11,8,11,no,,bank1:0x8418=zero_1510_and_clear_xdata_flag_bits [state]; bank1:0x8B8F=clear_0480_bit4_set_0459_01_06e1_a0 [state]; bank1:0x8BB2=set_0480_50_zero_048f_0459_02_06e1_a0 [state]; bank1:0x9081=count_down_06e4_and_toggle_06e3 [state]; bank1:0x90B0=forward_to_90b8 [forwarder]; bank1:0x90B8=step_counter_084e_dispatch [dispatch]; bank1:0x976E=clear_0480_bit0_then_step_05f1_countdown [state]; bank1:0x9817=enter_state_0480_05f1_06d9 [state]; bank1:0xB728=clear_0610_bit5_and_dispatch [dispatch]; bank1:0xB784=FUN_CODE_b784; bank1:0xB80A=arm_05f5_countdown_0490_bit5 [state],k77d0fdffee7e
0x048A,main-ec,DAT_EXTMEM,0x048A-0x04A2,main-ec-034,12,12,0,0,0,0,2,0,2,no,,bank1:0xEF26=data_run_33_34 [unresolved]; bank1:0xEF32=xdata_request_dispatch_048c [dispatch],k55cc3981903d
0x048B,main-ec,DAT_EXTMEM,0x048A-0x04A2,main-ec-034,10,10,0,0,0,0,2,0,2,no,,bank1:0xEF26=data_run_33_34 [unresolved]; bank1:0xEF32=xdata_request_dispatch_048c [dispatch],k55cc3981903d
0x048C,main-ec,DAT_EXTMEM,0x048A-0x04A2,main-ec-034,11,9,0,2,0,0,3,2,3,no,,bank1:0xEF26=data_run_33_34 [unresolved]; bank1:0xEF32=xdata_request_dispatch_048c [dispatch]; bank1:0xEFBD=tick_097d_call_88f0_at_c8 [logic],k55cc3981903d
0x048D,main-ec,DAT_EXTMEM,0x048A-0x04A2,main-ec-034,12,6,4,0,2,0,2,2,2,no,,bank1:0xEF26=data_run_33_34 [unresolved]; bank1:0xEF32=xdata_request_dispatch_048c [dispatch],k55cc3981903d
0x048E,main-ec,DAT_EXTMEM,0x048A-0x04A2,main-ec-034,4,0,4,0,0,0,0,2,2,no,,bank1:0xEF26=data_run_33_34 [unresolved]; bank1:0xEF32=xdata_request_dispatch_048c [dispatch],k55cc3981903d
0x048F,main-ec,DAT_EXTMEM,0x048A-0x04A2,main-ec-072,1,0,1,0,0,0,0,1,1,yes,,bank1:0x8BB2=set_0480_50_zero_048f_0459_02_06e1_a0 [state],kc0518f374dab
0x0490,main-ec,DAT_EXTMEM,0x048A-0x04A2,main-ec-178,130,118,0,12,0,0,75,10,75,no,,bank0:0x8749=mode_tick_084c_07a5_09ee [state]; bank0:0x888D=fan_table_mailbox_handler [dispatch]; bank0:0x8931=threshold_cascade_from_08eb_085f [unresolved]; bank0:0x9049=countdown_0806_and_branch_on_0490 [logic]; bank0:0x909B=update_flag_bits_in_0985 [logic]; bank0:0x90FE=update_flag_bits_in_0723 [logic]; bank0:0x95DD=fill_08xx_from_code_table [copy]; bank0:0x96AD=apply_oem_overrides_then_fill_08xx [copy]; bank0:0x9AAD=FUN_CODE_9aad; bank0:0x9C24=reset_08ad_08bf_and_clear_08e2_bit7 [state]; bank0:0xA00E=seed_0872_087a_088a_then_select_level [state]; bank0:0xA312=gate_0494_then_dispatch_0851_and_7 [dispatch]; bank0:0xA844=update_0476_flags [state]; bank0:0xAC4A=toggle_08e2_bit4 [state]; bank0:0xB12C=manual_ctrl_profile_gate [gate]; bank0:0xB158=charge_target_update [charge-target]; bank0:0xB1F0=charge_stress_update [charge-target]; bank0:0xB737=FUN_CODE_b737; bank0:0xCA44=read_0490_and_leave_dptr_0826 [reader]; bank0:0xCC64=init_06e6_1_clear_0743_07c5_and_07d5_ff [init]; bank1:0x8D25=combine_0490_0495_049d_flags_into_carry [logic]; bank1:0x8DE4=dispatch_on_0490_0495_0496_0498 [dispatch]; bank1:0x9081=count_down_06e4_and_toggle_06e3 [state]; bank1:0x90B0=forward_to_90b8 [forwarder]; bank1:0x90B8=step_counter_084e_dispatch [dispatch]; bank1:0x92F7=write_057b_057c_057d_and_call_888c [logic]; bank1:0x976E=clear_0480_bit0_then_step_05f1_countdown [state]; bank1:0x9817=enter_state_0480_05f1_06d9 [state]; bank1:0xA24E=FUN_CODE_a24e; bank1:0xAAB9=write_083c_083d_and_0832_bit6 [state]; bank1:0xAAF9=write_0830_0831_and_0832_bit5 [state]; bank1:0xAC11=write_0680_03_or_04_from_04fe_0490 [writer]; bank1:0xAC36=write_1c00_ff_and_0680_04 [writer]; bank1:0xAD77=forwarder_to_b56c [forwarder]; bank1:0xAD7A=forwarder_to_adfd [forwarder]; bank1:0xAD7D=forwarder_to_af06 [forwarder]; bank1:0xAD80=forwarder_to_ad8b [forwarder]; bank1:0xAD82=forwarder_to_b2d5 [forwarder]; bank1:0xAD85=forwarder_to_b33b [forwarder]; bank1:0xAD88=forwarder_to_c245 [forwarder]; bank1:0xAD8B=update_0492_from_0490_0524 [logic]; bank1:0xADFD=dispatch_on_056a_low3 [dispatch]; bank1:0xAE16=set_056a_1_on_carry_from_ae2b [state]; bank1:0xAE42=chain_probes_update_056a_0_1_2 [state]; bank1:0xAE78=chain_probes_update_056a_1_3 [state]; bank1:0xAEA2=chain_probes_update_056a_2_4 [state]; bank1:0xAEE2=set_056a_3_or_0496_low5_0f [state]; bank1:0xAEF3=set_056a_3_or_0496_low5_1f [state]; bank1:0xAF06=gate_0490_04ff_0505_then_call_b0d1 [logic]; bank1:0xB1B3=dispatch_0490_low3 [dispatch]; bank1:0xB2D5=copy_0514_0516_to_04ab_04ac_then_probe [logic]; bank1:0xB33B=FUN_CODE_b33b; bank1:0xB56C=cmp_043a_0436_store_0548 [logic]; bank1:0xB784=FUN_CODE_b784; bank1:0xB80A=arm_05f5_countdown_0490_bit5 [state]; bank1:0xB841=arm_05f2_countdown_0575_clears_0490 [state]; bank1:0xB8E1=arm_05f4_countdown_0576_clears_0490 [state]; bank1:0xB98D=threshold_dispatch_0438_by_0491 [dispatch]; bank1:0xBE10=FUN_CODE_be10; bank1:0xBFBB=FUN_CODE_bfbb; bank1:0xC11C=latch_0490_bit3_or_bit7 [state]; bank1:0xC245=dispatch_0490_bits_1_5_6 [dispatch]; bank1:0xC277=set_0432_from_0494 [writer]; bank1:0xC2E1=set_04f2_from_049c [writer]; bank1:0xC352=dispatch_on_06d4_mod_10 [dispatch]; bank1:0xC59F=countdown_0896_and_gate_on_04ab_equals_64 [state]; bank1:0xC830=step_state_from_0490_low3 [state]; bank1:0xC861=on_198a_result_advance_0394 [state]; bank1:0xD524=FUN_CODE_d524; bank1:0xD946=FUN_CODE_d946; bank1:0xDACC=FUN_CODE_dacc; bank1:0xDEE8=FUN_CODE_dee8; bank1:0xDEF1=FUN_CODE_def1; bank1:0xE090=FUN_CODE_e090; bank1:0xE781=countdown_03a8_gated_by_0490_bit1 [state],k8408006f28ed
0x0491,main-ec,DAT_EXTMEM,0x048A-0x04A2,main-ec-188,66,48,0,18,0,0,27,12,27,no,,bank0:0xBC8D=cfg_cell_count_selector [reader]; bank1:0x8BD1=select_probe_address_and_return_carry [logic]; bank1:0xAAB9=write_083c_083d_and_0832_bit6 [state]; bank1:0xAC84=ten_step_check_1aaa_889e [logic]; bank1:0xAD85=forwarder_to_b33b [forwarder]; bank1:0xB33B=FUN_CODE_b33b; bank1:0xB937=clear_0492_0496_0577_0578_0542 [writer]; bank1:0xB98D=threshold_dispatch_0438_by_0491 [dispatch]; bank1:0xBA43=gate_chain_to_0491_bit0 [gate]; bank1:0xBABF=stage_0577_against_0834_0836 [logic]; bank1:0xBBA4=FUN_CODE_bba4; bank1:0xBCB3=FUN_CODE_bcb3; bank1:0xBD10=mask_0491_with_c0 [writer]; bank1:0xBD45=mask_0491_c0_then_route_to_300x_40xx [unresolved]; bank1:0xBE10=FUN_CODE_be10; bank1:0xBFBB=FUN_CODE_bfbb; bank1:0xC59F=countdown_0896_and_gate_on_04ab_equals_64 [state]; bank1:0xCDDA=clamp_r1r2_against_const_from_0491 [math]; bank1:0xD1BC=select_ptr_0491_c080_then_0506 [logic]; bank1:0xD37F=scan_table_03de_down_stride2 [logic]; bank1:0xD8F9=FUN_CODE_d8f9; bank1:0xD946=FUN_CODE_d946; bank1:0xDB0B=FUN_CODE_db0b; bank1:0xDEE8=FUN_CODE_dee8; bank1:0xDEF1=FUN_CODE_def1; bank1:0xE5D6=FUN_CODE_e5d6; bank1:0xE656=select_dptr_by_0491_7c0_then_dispatch [unresolved],k830584b3feba
0x0492,main-ec,DAT_EXTMEM,0x048A-0x04A2,main-ec-046,21,10,11,0,0,0,8,9,15,no,,bank1:0xAD80=forwarder_to_ad8b [forwarder]; bank1:0xAD8B=update_0492_from_0490_0524 [logic]; bank1:0xB224=FUN_CODE_b224; bank1:0xB937=clear_0492_0496_0577_0578_0542 [writer]; bank1:0xB98D=threshold_dispatch_0438_by_0491 [dispatch]; bank1:0xBA43=gate_chain_to_0491_bit0 [gate]; bank1:0xBCB3=FUN_CODE_bcb3; bank1:0xC11C=latch_0490_bit3_or_bit7 [state]; bank1:0xC59F=countdown_0896_and_gate_on_04ab_equals_64 [state]; bank1:0xC778=clear_0492_04a0_0524_0526_and_0497b5 [logic]; bank1:0xD0C4=update_0524_0526_4a0_and_0497_flags [state]; bank1:0xD17E=increment_0514_toward_0x64 [logic]; bank1:0xDEE8=FUN_CODE_dee8; bank1:0xDEF1=FUN_CODE_def1; bank1:0xE090=FUN_CODE_e090,ka06cf2abccc2
0x0493,main-ec,DAT_EXTMEM,0x048A-0x04A2,main-ec-121,12,10,1,1,0,0,8,2,9,no,,bank1:0xAF32=FUN_CODE_af32; bank1:0xB0D1=step_index_056b_update_0495_0493 [state]; bank1:0xB98D=threshold_dispatch_0438_by_0491 [dispatch]; bank1:0xBA43=gate_chain_to_0491_bit0 [gate]; bank1:0xBBA4=FUN_CODE_bba4; bank1:0xBE10=FUN_CODE_be10; bank1:0xBFBB=FUN_CODE_bfbb; bank1:0xC032=FUN_CODE_c032; bank1:0xC11C=latch_0490_bit3_or_bit7 [state],k49baecf6042d
0x0494,main-ec,DAT_EXTMEM,0x048A-0x04A2,main-ec-192,54,31,1,22,0,0,23,16,24,no,,bank0:0xA312=gate_0494_then_dispatch_0851_and_7 [dispatch]; bank1:0xAD80=forwarder_to_ad8b [forwarder]; bank1:0xAD85=forwarder_to_b33b [forwarder]; bank1:0xAD8B=update_0492_from_0490_0524 [logic]; bank1:0xB224=FUN_CODE_b224; bank1:0xB33B=FUN_CODE_b33b; bank1:0xB407=forwarder_to_b40e [forwarder]; bank1:0xB40E=cmp_dptr_to_r2r1 [math]; bank1:0xB415=bump_counter_054d [state]; bank1:0xB41C=store_054d_set_bit_on_10 [state]; bank1:0xB43B=FUN_CODE_b43b; bank1:0xB937=clear_0492_0496_0577_0578_0542 [writer]; bank1:0xB98D=threshold_dispatch_0438_by_0491 [dispatch]; bank1:0xBA43=gate_chain_to_0491_bit0 [gate]; bank1:0xBABF=stage_0577_against_0834_0836 [logic]; bank1:0xBBA4=FUN_CODE_bba4; bank1:0xBCAA=set_0494_bit1 [writer]; bank1:0xBCB3=FUN_CODE_bcb3; bank1:0xBFBB=FUN_CODE_bfbb; bank1:0xC032=FUN_CODE_c032; bank1:0xC11C=latch_0490_bit3_or_bit7 [state]; bank1:0xC277=set_0432_from_0494 [writer]; bank1:0xE100=FUN_CODE_e100; bank1:0xE1D7=counter_tick_03ae_0560 [logic],kc5ef61367448
0x0495,main-ec,DAT_EXTMEM,0x048A-0x04A2,main-ec-004,36,22,1,13,0,0,15,9,16,no,,bank1:0x8AE5=probe_159a_19f0_0983_then_dispatch [dispatch]; bank1:0x8B01=load_dptr_097f [reader]; bank1:0x8B04=countdown_06c0_latch_097f_bit0 [state]; bank1:0x8D25=combine_0490_0495_049d_flags_into_carry [logic]; bank1:0x8DE4=dispatch_on_0490_0495_0496_0498 [dispatch]; bank1:0xAD85=forwarder_to_b33b [forwarder]; bank1:0xB0D1=step_index_056b_update_0495_0493 [state]; bank1:0xB33B=FUN_CODE_b33b; bank1:0xB407=forwarder_to_b40e [forwarder]; bank1:0xB40E=cmp_dptr_to_r2r1 [math]; bank1:0xB415=bump_counter_054d [state]; bank1:0xB41C=store_054d_set_bit_on_10 [state]; bank1:0xB43B=FUN_CODE_b43b; bank1:0xB937=clear_0492_0496_0577_0578_0542 [writer]; bank1:0xC1E7=latch_0498_bit1_or_bit3 [state]; bank1:0xC392=FUN_CODE_c392,kffd18a7555bf
0x0496,main-ec,DAT_EXTMEM,0x048A-0x04A2,main-ec-230,12,7,1,4,0,0,6,5,7,no,,bank1:0x8D25=combine_0490_0495_049d_flags_into_carry [logic]; bank1:0x8DE4=dispatch_on_0490_0495_0496_0498 [dispatch]; bank1:0xAE16=set_056a_1_on_carry_from_ae2b [state]; bank1:0xAE42=chain_probes_update_056a_0_1_2 [state]; bank1:0xAE6F=or_r6_into_0496_low5 [writer]; bank1:0xAE78=chain_probes_update_056a_1_3 [state]; bank1:0xB937=clear_0492_0496_0577_0578_0542 [writer],k85d32ae786b4
